ticker;company_BC;tickersect;sector;;;;;;
PED;PEDEVCO Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PGH;Pengrowth Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PVA;Penn Virginia Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PWE;Penn West Petroleum Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PBT;Permian Basin Royalty Trust;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PMGYF;Perpetual Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PTRC;Petro River Oil Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PTAXF;Petroamerica Oil Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PHUN;PetroHunter Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PENYF;Petromanas Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PEII;Petron Energy II Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PQ;PetroQuest Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PEYUF;Peyto Exploration & Development Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PSX;Phillips 66;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PNCGF;Pinecrest Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PXD;Pioneer Natural Resources Co.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PHX;Panhandle Oil & Gas Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
POLR;Polar Petroleum Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PSTR;PostRock Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PREGF;PRD Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PMOIY;Premier Oil PLC ADS;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PEXNY;PTT Exploration & Production PCL ADS;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
QEP;QEP Resources Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
QEGY;Quantum Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
QEXXF;Quattro Exploration & Production Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
QOIL;Quest Oil Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
QUES;Quest Solution Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
RRENF;Raging River Exploration Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
RRC;Range Resources Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
RGP;Regency Energy Partners L.P.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
RGP;Regency Energy Partners L.P.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
REN;Resolute Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
REXX;Rex Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
RICE;Rice Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
REI;Ring Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
RVDO;Riverdale Oil & Gas Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
OEXFF;RMP Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
RENFF;Rock Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
ROSE;Rosetta Resources Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
ROYL;Royale Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
RSPP;RSP Permian Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SJT;San Juan Basin Royalty Trust;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SWN;Southwestern Energy Co.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SOGC;Sabine Oil & Gas Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SBR;Sabine Royalty Trust UBI;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SSN;Samson Oil & Gas Ltd. ADS;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SN;Sanchez Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SPP;Sanchez Production Partners LLC;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SDRXP;SandRidge Energy Inc. 8.5% Conv. Pfd.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SD;SandRidge Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
STOSF;Santos Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SARA;Saratoga Resources Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SDR;SandRidge Mississippian Trust II;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SDT;SandRidge Mississippian Trust;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SHASF;ShaMaran Petroleum Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SM;SM Energy Co.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PER;SandRidge Permian Trust;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SOCLF;Soco International PLC;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
STPJF;Southern Pacific Resource Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
PTORF;Spartan Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SRLP;Sprague Resources LP;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SCPZF;Sprott Resource Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SGLRF;Spyglass Resources Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SGY;Stone Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
STTX;Stratex Oil & Gas Holdings Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SDCJF;Sundance Energy Australia Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SUN;Sunoco L.P.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
ZPTAF;Surge Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SFY;Swift Energy Co.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
UNGS;Sylios Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
SYRG;Synergy Resources Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TAOIF;TAG Oil Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TAGG;TagLikeMe Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TLM;Talisman Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TAMO;Tamm Oil & Gas Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TRGP;Targa Resources Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TELOZ;TEL Offshore Trust UBI;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TGC;Tengasco Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TCRRF;Terrace Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TSO;Tesoro Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TPL;Texas Pacific Land Trust Sub Share Ctf;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TXHE;Texhoma Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TGRO;Tiger Oil & Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TNGS;Titan Oil & Gas Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TOPZ;Topaz Resources Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TRCH;Torchlight Energy Resources Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TRMLF;Tourmaline Oil Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TAT;TransAtlantic Petroleum Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TGA;TransGlobe Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TISDZ;Treasure Island Royalty Trust;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TREC;Trecora Resources;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TPLM;Triangle Petroleum Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TETZF;Trilogy Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TNEN;True North Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TUWLF;Tullow Oil PLC;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TUWOY;Tullow Oil PLC ADS;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
TBTEF;Twin Butte Energy Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
UPL;Ultra Petroleum Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
UBRG;Universal Bioenergy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
UVSE;Universal Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
USEG;U.S. Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
UAPC;United American Petroleum Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
EGY;Vaalco Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
VLO;Valero Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
VNR;Vanguard Natural Resources LLC;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
VET;Vermilion Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
VYEY;Victory Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
VNOM;Viper Energy Partners L.P. Un;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
VOIL;Virtus Oil & Gas Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
VNRAP;Vanguard Natural Resources LLC Pfd. Series A;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
VNRBP;Vanguard Natural Resources LLC 7.625% Cum. Redeem. Perp. Pfd. Series B;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
VNRCP;Vanguard Natural Resources LLC 7.75% Perp. Pfd. Series C;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
VOC;VOC Energy Trust;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
WTI;W&T Offshore Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
WRES;Warren Resources Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
WGP;Western Gas Equity Partners L.P.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
WES;Western Gas Partners LP;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
WNR;Western Refining Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
WZGRF;WesternZagros Resources Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
WLL;Whiting Petroleum Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
WHXT;Whiting USA Trust I;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
WHZ;Whiting USA Trust II;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
WOPEY;Woodside Petroleum Ltd. ADS;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
WOPEF;Woodside Petroleum Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
WPX;WPX Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
YGRAF;Yangarra Resources Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
YUMA.PA;Yuma Energy Inc. 9.25% Cum. Redeem. Pfd. Series A;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
YUMA;Yuma Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
ZARFF;Zargon Oil & Gas Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
ZAZA;ZaZa Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
ZN;Zion Oil & Gas Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;;;;
BRGYY;BG Group PLC ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
BP;BP PLC ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
CVX;Chevron Corp.;DJUSOL;INTEGRATED OIL & GAS;;;;;;
SNP;China Petroleum & Chemical Corp. ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
COP;ConocoPhillips;DJUSOL;INTEGRATED OIL & GAS;;;;;;
EC;Ecopetrol S.A. ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
EIPAF;ENI S.p.A.;DJUSOL;INTEGRATED OIL & GAS;;;;;;
E;ENI S.p.A. ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
XOM;Exxon Mobil Corp.;DJUSOL;INTEGRATED OIL & GAS;;;;;;
GLPEY;Galp Energia SGPS S/A ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
GZPFY;Gazprom Neft ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
OGZPY;Gazprom OAO ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
HES;Hess Corp.;DJUSOL;INTEGRATED OIL & GAS;;;;;;
HUSKF;Husky Energy Inc.;DJUSOL;INTEGRATED OIL & GAS;;;;;;
IMO;Imperial Oil Ltd.;DJUSOL;INTEGRATED OIL & GAS;;;;;;
IOC;InterOil Corp.;DJUSOL;INTEGRATED OIL & GAS;;;;;;
LUKOY;Lukoil Holdings ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
MRO;Marathon Oil Corp.;DJUSOL;INTEGRATED OIL & GAS;;;;;;
MGYOY;MOL Nyrt. ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
MUR;Murphy Oil Corp.;DJUSOL;INTEGRATED OIL & GAS;;;;;;
OMVKY;OMV AG ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
PBR.A;Petroleo Brasileiro S/A ADS A;DJUSOL;INTEGRATED OIL & GAS;;;;;;
PZE;Petrobras Argentina S.A. ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
PTR;PetroChina Co. Ltd. ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
PBR;Petroleo Brasileiro S/A ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
REPYY;Repsol S.A. ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
RDS.A;Royal Dutch Shell PLC ADS Cl A;DJUSOL;INTEGRATED OIL & GAS;;;;;;
RYDAF;Royal Dutch Shell PLC A;DJUSOL;INTEGRATED OIL & GAS;;;;;;
RYDBF;Royal Dutch Shell PLC B;DJUSOL;INTEGRATED OIL & GAS;;;;;;
RDS.B;Royal Dutch Shell PLC ADS B;DJUSOL;INTEGRATED OIL & GAS;;;;;;
SSL;Sasol Ltd. ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
STOHF;Statoil ASA;DJUSOL;INTEGRATED OIL & GAS;;;;;;
STO;Statoil ASA ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
SU;Suncor Energy Inc.;DJUSOL;INTEGRATED OIL & GAS;;;;;;
SGTZY;Surgutneftegaz JSC ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
SGTPY;Surgutneftegaz JSC ADS Pfd.;DJUSOL;INTEGRATED OIL & GAS;;;;;;
TTFNF;Total S.A.;DJUSOL;INTEGRATED OIL & GAS;;;;;;
TOT;Total S.A. ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
YPF;YPF S.A. ADS;DJUSOL;INTEGRATED OIL & GAS;;;;;;
AMFW;AMEC Foster Wheeler PLC ADS;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
ARCX;Arc Logistics Partners LP;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
ARHVF;Archer Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
ATW;Atwood Oceanics Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
AWLCF;Awilco Drilling PLC;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
BHI;Baker Hughes Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
BAS;Basic Energy Services Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
BLFR;BlueFire Equipment Corp.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
BOARF;Boart Longyear Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
BRS;Bristow Group Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
CJES;C&J Energy Services Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
CDVI;Cal Dive International Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
CFWFF;Calfrac Well Services Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
CAM;Cameron International Corp.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
CDLRF;CanElson Drilling Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
CRR;CARBO Ceramics Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
CESDF;Canadian Energy Services & Technology Corp.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
CGG;CGG ADS;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
GTLS;Chart Industries Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
HELI;CHC Group Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
CHOLY;China Oilfield Services Ltd. ADS;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
CLB;Core Laboratories N.V.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
CCLP;CSI Compressco L.P.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
CELP;Cypress Energy Partners L.P.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
DWSN;Dawson Geophysical Co.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
DPDW;Deep Down Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
DO;Diamond Offshore Drilling Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
FANG;Diamondback Energy Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
LPG;Dorian LPG Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
DRC;Dresser-Rand Group Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
DRQ;Dril-Quip Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
EMES;Emerge Energy Services LP;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
ESV;ENSCO PLC;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
ESVIF;Ensign Energy Services Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
ERA;Era Group Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
EXH;Exterran Holdings Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
EXLP;Exterran Partners L.P.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
FTK;Flotek Industries Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
FTI;FMC Technologies Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
FMSA;FMSA Holdings Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
FES;Forbes Energy Services Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
FET;Forum Energy Technologies Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
FI;Frank's International N.V.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
GNOLF;Genoil Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
GEOKQ;Geokinetics Inc (Old);DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
GEOS;Geospace Technologies Corp.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
GMLP;Golar LNG Partners LP;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
GLNG;Golar LNG Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
GIFI;Gulf Island Fabrication Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
GLF;Gulfmark Offshore Inc. Cl A;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
HAL;Halliburton Co.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
HLX;Helix Energy Solutions Group Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
HP;Helmerich & Payne Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
HERO;Hercules Offshore Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
HIIT;Hii Technologies Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
HOS;Hornbeck Offshore Services Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
ICD;Independence Contract Drilling Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
IO;ION Geophysical Corp.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
KPELY;Keppel Corp. Ltd. ADS;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
KEG;Key Energy Services Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
MJDLF;Major Drilling Group International Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
MTRX;Matrix Service Co.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
MDR;McDermott International Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
MCDFF;McDermott International Inc. Tangible Equity Un;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
MIND;Mitcham Industries Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
MOPN;MOP Environmental Solutions Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
NBR;Nabors Industries Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
NOV;National Oilwell Varco Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
NGS;Natural Gas Services Group Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
NR;Newpark Resources Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
NE;Noble Corp. PLC;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
NAO;Nordic American Offshore Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
NADL;North Atlantic Drilling Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
DNOW;NOW Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
NKA;Niska Gas Storage Partners LLC;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
NSFDF;NXT Energy Solutions Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
ORIG;Ocean Rig UDW Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
OII;Oceaneering International Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
OIS;Oil States International Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
PACD;Pacific Drilling S.A.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
PGN;Paragon Offshore PLC;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
PKD;Parker Drilling Co.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
PTEN;Patterson-UTI Energy Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
POFCF;Petrofac PLC;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
POFCY;Petrofac Ltd. ADS;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
PGSVY;Petroleum Geo-Services ASA ADS;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
PSON;Petrosonic Energy Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
PHII;PHI Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
PHIIK;PHI Inc. Non-Voting;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
PES;Pioneer Energy Services Corp.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
POOSF;Poseidon Concepts Corp.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
PDS;Precision Drilling Corp.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
PRSEY;Prosafe SE Cyprus ADS;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
RGDEF;RDX Technologies Corp.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
RCON;Recon Technology Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
RDC;Rowan Cos. PLC;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
RES;RPC Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
SAPMY;Saipem S.p.A. ADS;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
SLB;Schlumberger Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
CKH;SEACOR Holding Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
SDRL;SeaDrill Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
SDLP;Seadrill Partners LLC;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
SSE;Seventy Seven Energy Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
SENR;Strategic Environmental & Energy Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
SUBCY;Subsea 7 S.A. ADS;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
SDPI;Superior Drilling Products Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
SPN;Superior Energy Services Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
TKPPY;Technip S.A. ADS;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
TOO.PA;Teekay Offshore Partners L. P. 7.25% Cum. Redeem Pfd. Series A;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
TOO;Teekay Offshore Partners L. P.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
TNK;Teekay Tankers Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
TESO;Tesco Corp.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
TLLP;Tesoro Logistics LP;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
TTI;Tetra Technologies Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
TGSGY;TGS-NOPEC Geophysical Co. ASA ADS;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
TDW;Tidewater Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
RIG;Transocean Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
RIGP;Transocean Partners LLC;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
TOLWF;Trican Well Service Ltd.;DJUSOI;OIL EQUIPMENT & SERVICES;;;;;;
