Id;ticker_BCh;company_BCh;tickersect;sector;Market CapFV;ExchangeFV;Country
2586;ESBK;Elmira Savings Bank;DJUSBK;BANKS;58.24;NASDAQ;USA
4421;LONG;eLong Inc. ADS;DJUSTT;TRAVEL & TOURISM;;;
2457;ELRA;Elray Resources Inc.;DJUSMD;GENERAL MINING;;;
2459;ELRNF;Elron Electronic Industries Ltd.;DJUSSP;SPECIALTY FINANCE;;;
2463;ELTK;Eltek Ltd.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;;;
2469;EMAN;eMagin Corp.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;;;
2470;EMBR;Embarr Downs Inc.;DJUSSP;SPECIALTY FINANCE;;;
2489;EMYB;Embassy Bancorp Inc.;DJUSBK;BANKS;;;
294;AKO.A;Embotelladora Andina S.A. (Series A) ADS;DJUSSD;SOFT DRINKS;;;
295;AKO.B;Embotelladora Andina S.A. (Series B) ADS;DJUSSD;SOFT DRINKS;;;
2578;ERJ;Embraer S/A ADS;DJUSAS;AEROSPACE;;;
2471;EMC;EMC Corp.;DJUSCR;COMPUTER HARDWARE;57156.93;NYSE;USA
2473;EMCI;EMC Insurance Group Inc.;DJUSIP;PROPERTY & CASUALTY INSURANCE;405;NASDAQ;USA
2472;EMCF;Emclaire Financial Corp.;DJUSBK;BANKS;43.45;NASDAQ;USA
2474;EME;EMCOR Group Inc.;DJUSHV;HEAVY CONSTRUCTION;2830.01;NYSE;USA
2479;EMKR;Emcore Corp.;DJUSSC;SEMICONDUCTORS;160.36;NASDAQ;USA
2535;EOX;Emerald Oil Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;
2475;EMES;Emerge Energy Services LP;DJUSOI;OIL EQUIPMENT & SERVICES;2253.4;NYSE;USA
2352;EBS;Emergent Biosolutions Inc.;DJUSBT;BIOTECHNOLOGY;803.95;NYSE;USA
2476;EMGE;Emergent Health Corp.;DJUSFO;FARMING & FISHING;;;
2486;EMR;Emerson Electric Co.;DJUSAI;ELECTRONIC EQUIPMENT;43543.23;NYSE;USA
4908;MSN;Emerson Radio Corp.;DJUSCE;CONSUMER ELECTRONICS;;;
2477;EMIS;Emisphere Technologies Inc.;DJUSPR;PHARMACEUTICALS;;;
2481;EMMS;Emmis Communications Corp. Cl A;DJUSBC;BROADCASTING & ENTERTAINMENT;91.99;NASDAQ;USA
5292;NUVI;Emo Capital Corp.;DJUSSP;SPECIALTY FINANCE;;;
2381;EDE;Empire District Electric Co.;DJUSVE;CONVENTIONAL ELECTRICITY;1166.98;NYSE;USA
2396;EEGC;Empire Energy Corp. International;DJUSOS;EXPLORATION & PRODUCTION ;;;
2404;EFGU;Empire Film Group Inc.;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
2484;EMPR;Empire Petroleum Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;
2483;EMPM;Empire Post Media Inc.;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
5347;NYNY;Empire Resorts Inc.;DJUSCA;GAMBLING;259.05;NASDAQ;USA
2582;ERS;Empire Resources Inc.;DJUSAL;ALLUMINIUM;46.04;NASDAQ;USA
2811;FISK;Empire State Realty OP LP Un Series 250;DJUSIO;INDUSTRIAL & OFFICE REITS;;;
5403;OGCP;Empire State Realty OP LP Un Series 60;DJUSIO;INDUSTRIAL & OFFICE REITS;;;
2585;ESBA;Empire State Realty OP LP Un Series ES;DJUSIO;INDUSTRIAL & OFFICE REITS;16.82;NYSE;USA
2604;ESRT;Empire State Realty Trust Inc. Cl A;DJUSIO;INDUSTRIAL & OFFICE REITS;1545.79;NYSE;USA
2435;EIG;Employers Holdings Inc.;DJUSIP;PROPERTY & CASUALTY INSURANCE;623.3;NYSE;USA
2385;EDN;Empresa Distribuidora y Comercializadora Norte S.A. Cl B ADS;DJUSVE;CONVENTIONAL ELECTRICITY;;;
3699;ICA;Empresas ICA S.A.B. de C.V. ADS;DJUSHV;HEAVY CONSTRUCTION;;;
2487;EMRI;Emrise Corp.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;;;
2467;ELX;Emulex Corp.;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;383.24;NYSE;USA
2439;EIPC;Enable IPC Corp.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;;;
2492;ENBL;Enable Midstream Partners LP;DJUSPL;PIPELINES;10319.79;NYSE;USA
2520;ENTA;Enanta Pharmaceuticals Inc.;DJUSBT;BIOTECHNOLOGY;839.26;NASDAQ;USA
2399;EEQ;Enbridge Energy Management L.L.C.;DJUSPL;PIPELINES;2431.45;NYSE;USA
2398;EEP;Enbridge Energy Partners L.P. Cl A;DJUSPL;PIPELINES;12164.2;NYSE;USA
2491;ENB;Enbridge Inc.;DJUSPL;PIPELINES;;;
2346;EBGUF;Enbridge Income Fund Holdings Inc.;DJUSPL;PIPELINES;;;
2356;ECA;Encana Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;
2494;ENCTF;Encanto Potash Corp.;DJUSMD;GENERAL MINING;;;
2362;ECIA;Encision Inc.;DJUSAM;MEDICAL EQUIPMENT;;;
2371;ECPG;Encore Capital Group Inc.;DJUSSF;CONSUMER FINANCE;1099.27;NASDAQ;USA
7988;WIRE;Encore Wire Corp.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;830.25;NASDAQ;USA
2505;ENIP;Endeavor IP Inc.;DJUSIV;BUSINESS SUPPORT SERVICES;;;
2497;ENDRQ;Endeavour International Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;
2391;EDVMF;Endeavour Mining Corp.;DJUSPM;GOLD MINING;;;
2674;EXK;Endeavour Silver Corp.;DJUSPT;PLATINUM & PRECIOUS METALS;;;
2392;EDXC;ENDEXX Corp.;DJUSNS;INTERNET;;;
2496;ENDP;Endo International PLC;DJUSPR;PHARMACEUTICALS;9994.7;NASDAQ;USA
2495;ENDO;Endocan Corp.;DJUSSP;SPECIALTY FINANCE;;;
2378;ECYT;Endocyte Inc.;DJUSBT;BIOTECHNOLOGY;241.46;NASDAQ;USA
2450;ELGX;Endologix Inc.;DJUSAM;MEDICAL EQUIPMENT;763.9;NASDAQ;USA
2436;EIGI;Endurance International Group Holdings Inc.;DJUSSW;SOFTWARE;2050.4;NASDAQ;USA
2501;ENH;Endurance Specialty Holdings Ltd.;DJUSIU;REINSURANCE;2740;NYSE;Bermuda
2503;ENH.PB;Endurance Specialty Holdings Ltd. 7.5% Non-Cum. Pfd. Series B;DJUSIU;REINSURANCE;;;
2502;ENH.PA;Endurance Specialty Holdings Ltd. 7.75% Non-Cum. Pfd. Series A;DJUSIU;REINSURANCE;;;
5061;NDRO;Enduro Royalty Trust;DJUSOS;EXPLORATION & PRODUCTION ;299.31;NYSE;USA
2600;ESOCF;Enel S.p.A.;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2508;ENLAY;Enel S.p.A. ADS;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2493;ENCR;Ener-Core Inc.;DJUSFE;INDUSTRIAL MACHINERY;;;
2423;EGN;Energen Corp.;DJUSOS;EXPLORATION & PRODUCTION ;4514.36;NYSE;USA
2449;ELED;Energie Holdings Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;
2513;ENR;Energizer Holdings Inc.;DJUSHN;NONDURABLE HOUSEHOLD PRODUCTS;7448.26;NYSE;USA
2529;ENZR;Energizer Resources Inc.;DJUSMD;GENERAL MINING;;;
2415;EGDFF;Energold Drilling Corp.;DJUSMD;GENERAL MINING;;;
7906;WATT;Energous Corp.;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;93.17;NASDAQ;USA
2394;EEDG;Energy Edge Technologies Corp.;DJUSIV;BUSINESS SUPPORT SERVICES;;;
2409;EFOI;Energy Focus Inc.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;57.22;NASDAQ;USA
7689;UUUU;Energy Fuels Inc.;DJUSNF;NONFERROUS METALS;;;
2430;EGYH;Energy Holdings International Inc.;DJUSSP;SPECIALTY FINANCE;;;
2577;ERII;Energy Recovery Inc.;DJUSFE;INDUSTRIAL MACHINERY;245.44;NASDAQ;USA
2616;ETE;Energy Transfer Equity L.P.;DJUSPL;PIPELINES;30866.13;NYSE;USA
2621;ETP;Energy Transfer Partners L.P.;DJUSPL;PIPELINES;21091.77;NYSE;USA
2691;EXXI;Energy XXI Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;
2514;ENRJ;EnerJex Resources Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;
2515;ENRJ.P;EnerJex Resources Inc. 10% Cum. Redeem. Pfd. Series A;DJUSOS;EXPLORATION & PRODUCTION ;;;
2511;ENOC;EnerNOC Inc.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;422.95;NASDAQ;USA
2569;ERF;Enerplus Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;
2504;ENI;Enersis S.A. ADS;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2516;ENS;EnerSys Inc.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;2704.32;NYSE;USA
2420;EGL;Engility Holdings Inc.;DJUSDN;DEFENSE;636.26;NYSE;USA
2499;ENG;ENGlobal Corp.;DJUSIV;BUSINESS SUPPORT SERVICES;41.03;NASDAQ;USA
2438;EIPAF;ENI S.p.A.;DJUSOL;INTEGRATED OIL & GAS;;;
2330;E;ENI S.p.A. ADS;DJUSOL;INTEGRATED OIL & GAS;;;
2509;ENLC;EnLink Midstream LLC;DJUSPL;PIPELINES;6353.75;NYSE;USA
2510;ENLK;EnLink Midstream Partners L.P.;DJUSPL;PIPELINES;7165.69;NYSE;USA
2345;EBF;Ennis Inc.;DJUSIV;BUSINESS SUPPORT SERVICES;361.71;NYSE;USA
2525;ENVA;Enova International Inc.;DJUSSF;CONSUMER FINANCE;;;
5199;NPO;EnPro Industries Inc.;DJUSFE;INDUSTRIAL MACHINERY;1463.39;NYSE;USA
2512;ENQUF;EnQuest PLC;DJUSOS;EXPLORATION & PRODUCTION ;;;
2612;ESV;ENSCO PLC;DJUSOI;OIL EQUIPMENT & SERVICES;6710;NYSE;United Kingdom
2518;ENSV;Enservco Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;
2613;ESVIF;Ensign Energy Services Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;;;
2517;ENSG;Ensign Group Inc.;DJUSHP;HEALTH CARE PROVIDERS;792.42;NASDAQ;USA
2592;ESGR;Enstar Group Ltd.;DJUSIU;REINSURANCE;;;
2498;ENFC;Entegra Financial Corp.;DJUSBK;BANKS;13.04;NASDAQ;USA
2521;ENTG;Entegris Inc.;DJUSSC;SEMICONDUCTORS;1667.94;NASDAQ;USA
2619;ETM;Entercom Communications Corp. Cl A;DJUSBC;BROADCASTING & ENTERTAINMENT;337.7;NYSE;USA
2332;EAA;Entergy Arkansas Inc. 5.75% Series First Mortgage Bonds 2040;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2337;EAE;Entergy Arkansas Inc. First Mortgage Bonds 4.75% Series Due June 1, 2063;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2333;EAB;Entergy Arkansas Inc. First Mortgage Bonds 4.90% Series due 12/1/52;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2623;ETR;Entergy Corp.;DJUSVE;CONVENTIONAL ELECTRICITY;14753.17;NYSE;USA
2451;ELJ;Entergy Louisiana First Mortgage Bonds 5.25% Series due July 1 2052;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2446;ELA;Entergy Louisiana LLC 1ST Mtg Bond Series 2041;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2465;ELU;Entergy Louisiana LLC First Mortgage Bonds 4.7% Series due June 1, 2063;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2448;ELB;Entergy Louisiana LLC First Mortgage Bonds 6.00% Series 2040;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2485;EMQ;Entergy Mississippi Inc. 6.00% Series First Mortgage Bonds 2032;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2490;EMZ;Entergy Mississippi Inc. 6.00% Series First Mortgage Bonds 2051;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2408;EFM;Entergy Mississippi Inc. 6.20% Series First Mortgage Bonds 2040;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2506;ENJ;Entergy New Orleans Inc. 5.0% Series due 2052;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2695;EZT;Entergy Texas Inc. 5.625% First Mtg. Bonds 060164;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2624;ETRM;EnteroMedics Inc.;DJUSAM;MEDICAL EQUIPMENT;83.41;NASDAQ;USA
2354;EBTC;Enterprise Bancorp Inc.;DJUSBK;BANKS;218.11;NASDAQ;USA
2410;EFSC;Enterprise Financial Services Corp.;DJUSBK;BANKS;344.96;NASDAQ;USA
2542;EPD;Enterprise Products Partners L.P.;DJUSPL;PIPELINES;72300.31;NYSE;USA
2339;EARI;Entertainment Arts Research Inc.;DJUSTY;TOYS;;;
2428;EGT;Entertainment Gaming Asia Inc.;DJUSCA;GAMBLING;;;
2572;ERGO;Entia Biosciences Inc.;DJUSFO;FARMING & FISHING;;;
2635;EVC;Entravision Communications Corp.;DJUSBC;BROADCASTING & ENTERTAINMENT;428.88;NYSE;USA
2418;EGI;Entree Gold Inc.;DJUSPM;GOLD MINING;;;
2522;ENTR;Entropic Communications Inc.;DJUSSC;SEMICONDUCTORS;204.19;NASDAQ;USA
2523;ENUM;Enumeral Biomedical Holdings Inc.;DJUSPR;PHARMACEUTICALS;;;
2524;ENV;Envestnet Inc.;DJUSNS;INTERNET;1433.01;NYSE;USA
2644;EVI;EnviroStar Inc.;DJUSFE;INDUSTRIAL MACHINERY;;;
2643;EVHC;Envision Healthcare Holdings Inc.;DJUSHP;HEALTH CARE PROVIDERS;6390.73;NYSE;USA
2526;ENVI;Envivio Inc.;DJUSSW;SOFTWARE;44.91;NASDAQ;USA
2527;ENZ;Enzo Biochem Inc.;DJUSBT;BIOTECHNOLOGY;220.23;NYSE;USA
2528;ENZN;Enzon Pharmaceuticals Inc.;DJUSPR;PHARMACEUTICALS;44.57;NASDAQ;USA
2530;ENZY;Enzymotec Ltd.;DJUSFO;FARMING & FISHING;;;
2531;EOG;EOG Resources Inc.;DJUSOS;EXPLORATION & PRODUCTION ;50421.07;NYSE;USA
2533;EOPT;Eos Petro Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;
2543;EPE;EP Energy Corp. Cl A;DJUSOS;EXPLORATION & PRODUCTION ;3647.08;NYSE;USA
2544;EPGL;EP Global Communications Inc.;DJUSPB;PUBLISHING;;;
2538;EPAM;EPAM Systems Inc.;DJUSSW;SOFTWARE;2111.98;NYSE;USA
2541;EPAZ;Epazz Inc.;DJUSNS;INTERNET;;;
2545;EPIQ;EPIQ Systems Inc.;DJUSSW;SOFTWARE;677.16;NASDAQ;USA
2552;EPRS;EPIRUS Biopharmaceuticals Inc.;DJUSPR;PHARMACEUTICALS;64.65;NASDAQ;USA
2555;EPZM;Epizyme Inc.;DJUSPR;PHARMACEUTICALS;998.22;NASDAQ;USA
5785;PLUS;ePlus Inc.;DJUSDV;COMPUTER SERVICES;441.3;NASDAQ;USA
2554;EPXY;EPOXY Inc.;DJUSSP;SPECIALTY FINANCE;;;
2548;EPR;EPR Properties;DJUSDT;DIVERSIFIED REITS;3131.25;NYSE;USA
2549;EPR.PC;EPR Properties 5.75% Cum. Conv. Pfd. Series C;DJUSDT;DIVERSIFIED REITS;;;
2551;EPR.PF;EPR Properties 6.625% Series F Cum. Redeem. Pfd. Shares;DJUSDT;DIVERSIFIED REITS;;;
2550;EPR.PE;EPR Properties 9.00% Cum. Conv. Pfd. Series E;DJUSDT;DIVERSIFIED REITS;;;
2553;EPSEF;Epsilon Energy Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;
6006;PUNK;ePunk Inc.;DJUSRP;RECREATIONAL PRODUCTS;;;
2561;EQLB;EQ Labs Inc.;DJUSSD;SOFT DRINKS;;;
2564;EQT;EQT Corp.;DJUSOS;EXPLORATION & PRODUCTION ;13468.35;NYSE;USA
2562;EQM;EQT Midstream Partners LP;DJUSPL;PIPELINES;5602.81;NYSE;USA
2412;EFX;Equifax Inc.;DJUSSP;SPECIALTY FINANCE;8998.32;NYSE;USA
2560;EQIX;Equinix Inc.;DJUSDV;COMPUTER SERVICES;10365.14;NASDAQ;USA
2556;EQC;Equity Commonwealth;DJUSIO;INDUSTRIAL & OFFICE REITS;;;
2559;EQCO;Equity Commonwealth 5.75% Sr. Notes Due 2042;DJUSIO;INDUSTRIAL & OFFICE REITS;;;
2557;EQC.PD;Equity Commonwealth 6.5% Cum. Conv. Pfd. Series D;DJUSIO;INDUSTRIAL & OFFICE REITS;;;
2558;EQC.PE;Equity Commonwealth Cum. Redeem Pfd. Series E;DJUSIO;INDUSTRIAL & OFFICE REITS;;;
2460;ELS;Equity Lifestyle Properties Inc.;DJUSRN;RESIDENTIAL REITS;3958.4;NYSE;USA
2461;ELS.PC;Equity Lifestyle Properties Inc. Dep. Pfd. (Rep. 1/100th Cum. Perp. Pfd. Series C);DJUSRN;RESIDENTIAL REITS;;;
2565;EQY;Equity One Inc.;DJUSRL;RETAIL REITS;2887.72;NYSE;USA
2563;EQR;Equity Residential;DJUSRN;RESIDENTIAL REITS;24504.27;NYSE;USA
2566;ERA;Era Group Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;440.97;NYSE;USA
2567;ERB;ERBA Diagnostics Inc.;DJUSAM;MEDICAL EQUIPMENT;;;
2570;ERFB;ERF Wireless Inc.;DJUSWC;MOBILE TELECOMMUNICATIONS;;;
2573;ERHE;ERHC Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;
2334;EAC;Erickson Inc.;DJUSAS;AEROSPACE;192.51;NASDAQ;USA
2575;ERIC;Ericsson ADS;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;;;
2576;ERIE;Erie Indemnity Co. Cl A;DJUSIP;PROPERTY & CASUALTY INSURANCE;3799.13;NASDAQ;USA
2581;EROS;Eros International PLC A;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
2349;EBKDY;Erste Group Bank AG ADS;DJUSBK;BANKS;;;
2587;ESCA;Escalade Inc.;DJUSRP;RECREATIONAL PRODUCTS;158.69;NASDAQ;USA
2588;ESCR;Escalera Resources Co.;DJUSOS;EXPLORATION & PRODUCTION ;19.25;NASDAQ;USA
2589;ESCRP;Escalera Resources Co. Series A Cum. Pfd.;DJUSOS;EXPLORATION & PRODUCTION ;;;
2598;ESMC;Escalon Medical Corp.;DJUSAM;MEDICAL EQUIPMENT;10.21;NASDAQ;USA
2590;ESE;ESCO Technologies Inc.;DJUSAI;ELECTRONIC EQUIPMENT;933.65;NYSE;USA
2603;ESPI;ESP Resources Inc.;DJUSCX;SPECIALTY CHEMICALS;;;
2601;ESP;Espey Manufacturing & Electronics Corp.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;;;
2608;ESSA;ESSA Bancorp Inc.;DJUSBK;BANKS;134.42;NASDAQ;USA
2599;ESNT;Essent Group Ltd.;DJUSMF;MORTAGE FINANCE;;;
2400;EEYUF;Essential Energy Services Ltd.;DJUSIV;BUSINESS SUPPORT SERVICES;;;
2606;ESS;Essex Property Trust Inc.;DJUSRN;RESIDENTIAL REITS;12324.04;NYSE;USA
2607;ESS.PH;Essex Property Trust Inc. 7.125% Cum. Redeem. Pfd. Series H;DJUSRN;RESIDENTIAL REITS;;;
2610;ESSX;Essex Rental Corp.;DJUSHR;COMMERCIAL VEHICLES & TRUCKS;33.51;NASDAQ;USA
2596;ESLOY;Essilor International S.A. ADS;DJUSMS;MEDICAL SUPPLIES;;;
2370;ECPCY;Estacio Participacoes S/A ADS;DJUSCS;SPECIALIZED CONSUMER SERVICES;;;
2445;EL;Estee Lauder Cos. Inc.;DJUSCM;PERSONAL PRODUCTS;28342.96;NYSE;USA
2595;ESL;Esterline Technologies Corp.;DJUSAS;AEROSPACE;3568.34;NYSE;USA
2618;ETH;Ethan Allen Interiors Inc.;DJUSHI;HOME IMPROVEMENT RETAILERS;790.66;NYSE;USA
2301;DVHL;ETRACS Monthly Pay 2xLeveraged Diversified High Income ETN;DJUSBK;BANKS;;;
3435;HDLV;ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN due September 30, 2044;DJUSBK;BANKS;;;
6859;SPLX;ETRACS Monthly Reset 2xLeveraged S&P 500 Total Return ETN;DJUSBK;BANKS;;;
2488;EMXX;Eurasian Minerals Inc.;DJUSMD;GENERAL MINING;;;
2626;EUDSF;Euro Disney S.C.A.;DJUSRQ;RECREATIONAL SERVICES;;;
1609;CLWT;Euro Tech Holdings Co. Ltd.;DJUSAI;ELECTRONIC EQUIPMENT;;;
2416;EGFEY;Eurobank Ergasias S.A. ADS;DJUSBK;BANKS;;;
2627;EUSHY;Eurocash S.A. ADS;DJUSFD;FOOD RETAILERS & WHOLESALERS;;;
2571;ERFSF;Eurofins Scientific S.E.;DJUSHP;HEALTH CARE PROVIDERS;;;
2395;EEFT;Euronet Worldwide Inc.;DJUSFA;FINANCIAL ADMINISTRATION;2684.37;NASDAQ;USA
2630;EUUNF;European Uranium Resources Ltd.;DJUSNF;NONFERROUS METALS;;;
2591;ESEA;Euroseas Ltd.;DJUSMT;MARINE TRANSPORTATION;;;
2628;EUTLF;Eutelsat Communications;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
2629;EUTLY;Eutelsat Communications ADS;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
2639;EVEP;EV Energy Partners L.P.;DJUSOS;EXPLORATION & PRODUCTION ;1544.04;NASDAQ;USA
2636;EVDR;Evader Inc.;DJUSRP;RECREATIONAL PRODUCTS;;;
2633;EVBN;Evans Bancorp Inc.;DJUSBK;BANKS;;;
2654;EVTI;Eventure Interactive Inc.;DJUSSW;SOFTWARE;;;
2640;EVER;EverBank Financial Corp.;DJUSBK;BANKS;2302.48;NYSE;USA
2641;EVER.PA;EverBank Financial Corp. Dep. Pfd. (Rep. 1/1000th 6.75% Non-Cum. Perp. Pfd. Series A);DJUSBK;BANKS;;;
2651;EVR;Evercore Partners Inc. Cl A;DJUSAG;ASSET MANAGERS;2066.14;NYSE;USA
6169;RE;Everest Re Group Ltd.;DJUSIU;REINSURANCE;7820;NYSE;Bermuda
2645;EVK;Ever-Glory International Group Inc.;DJUSCF;CLOTHING & ACCESSORIES;;;
2646;EVK;Ever-Glory International Group Inc.;DJUSCF;CLOTHING & ACCESSORIES;;;
2638;EVEIQ;Evergreen Energy Inc.;DJUSCL;COAL;;;
2647;EVLID;Everlert Inc.;DJUSEH;REAL ESTATE HOLDING & DEVELOPMENT;;;
2583;ES;Eversource Energy;DJUSVE;CONVENTIONAL ELECTRICITY;;;
2653;EVTC;Evertec Inc.;DJUSFA;FINANCIAL ADMINISTRATION;1707.71;NYSE;USA
2637;EVDY;Everyday Health Inc.;DJUSPB;PUBLISHING;369.42;NYSE;USA
2652;EVRY;EveryWare Global Inc.;DJUSHD;DURABLE HOUSEHOLD PRODUCTS;31.45;NASDAQ;USA
2648;EVLV;EVINE Live Inc. Cl A;DJUSRS;SPECIALTY RETAILERS;;;
2642;EVGN;Evogene Ltd.;DJUSCX;SPECIALTY CHEMICALS;;;
2649;EVOK;Evoke Pharma Inc.;DJUSPR;PHARMACEUTICALS;29.34;NASDAQ;USA
3787;ILED;Evolucia Inc.;DJUSHN;NONDURABLE HOUSEHOLD PRODUCTS;;;
1245;CAHPF;Evolution Mining Ltd.;DJUSPM;GOLD MINING;;;
2546;EPM;Evolution Petroleum Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;
2547;EPM.PA;Evolution Petroleum Corp. 8.5% Cum. Pfd. Series A;DJUSOS;EXPLORATION & PRODUCTION ;;;
2650;EVOL;Evolving Systems Inc.;DJUSSW;SOFTWARE;124.55;NASDAQ;USA
3479;HGVLY;Evraz Highveld Steel & Vanadium Ltd. ADS;DJUSST;IRON & STEEL;;;
2660;EWSI;E-Waste Systems Inc.;DJUSSD;SOFT DRINKS;;;
2658;EWRC;eWorld Cos. Inc.;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
2661;EXA;Exa Corp.;DJUSSW;SOFTWARE;144.87;NASDAQ;USA
2667;EXAS;EXACT Sciences Corp.;DJUSBT;BIOTECHNOLOGY;1954.07;NASDAQ;USA
2662;EXAC;Exactech Inc.;DJUSAM;MEDICAL EQUIPMENT;293.7;NASDAQ;USA
2664;EXAM;ExamWorks Group Inc.;DJUSIV;BUSINESS SUPPORT SERVICES;1471.8;NYSE;USA
2663;EXAM;ExamWorks Group Inc.;DJUSIV;BUSINESS SUPPORT SERVICES;1471.8;NYSE;USA
2666;EXAR;Exar Corp.;DJUSSC;SEMICONDUCTORS;429.37;NYSE;USA
2665;EXAR;Exar Corp.;DJUSSC;SEMICONDUCTORS;429.37;NYSE;USA
2387;EDS;Exceed Co. Ltd.;DJUSFT;FOOTWEAR;;;
2675;EXL;Excel Trust Inc.;DJUSRL;RETAIL REITS;776.84;NYSE;USA
2676;EXL.PB;Excel Trust Inc. 8.125% Cum. Redeem. Pfd. Series B;DJUSRL;RETAIL REITS;;;
2677;EXLLF;Excellon Resources Inc.;DJUSPT;PLATINUM & PRECIOUS METALS;;;
2434;EIFZF;Exchange Income Corp.;DJUSAR;AIRLINES;;;
8122;XCO;EXCO Resources Inc.;DJUSOS;EXPLORATION & PRODUCTION ;760.89;NYSE;USA
8137;XLS;Exelis Inc.;DJUSDN;DEFENSE;3160.18;NYSE;USA
2670;EXEL;Exelixis Inc.;DJUSBT;BIOTECHNOLOGY;329.74;NASDAQ;USA
2668;EXC;Exelon Corp.;DJUSVE;CONVENTIONAL ELECTRICITY;30699.22;NYSE;USA
2669;EXCU;Exelon Corp. Conv. Un;DJUSVE;CONVENTIONAL ELECTRICITY;;;
8153;XRA;Exeter Resource Corp.;DJUSPM;GOLD MINING;;;
2672;EXFO;EXFO Inc.;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;;;
8131;XIDEQ;Exide Technologies;DJUSAT;AUTO PARTS;;;
2679;EXLS;ExlService Holdings Inc.;DJUSIV;BUSINESS SUPPORT SERVICES;869.06;NASDAQ;USA
8146;XONE;ExOne Co.;DJUSAI;ELECTRONIC EQUIPMENT;306.27;NASDAQ;USA
2683;EXPE;Expedia Inc.;DJUSTT;TRAVEL & TOURISM;10369.8;NASDAQ;USA
2682;EXPD;Expeditors International of Washington Inc.;DJUSAF;DELIVERY SERVICES;7983.9;NASDAQ;USA
2684;EXPGY;Experian PLC ADS;DJUSIV;BUSINESS SUPPORT SERVICES;;;
2685;EXPO;Exponent Inc.;DJUSIV;BUSINESS SUPPORT SERVICES;988.43;NASDAQ;USA
2686;EXPR;Express Inc.;DJUSRA;APPAREL RETAILERS;1187.51;NYSE;USA
2605;ESRX;Express Scripts Holding Co.;DJUSHP;HEALTH CARE PROVIDERS;54902.39;NASDAQ;USA
6969;STAY;Extended Stay America Inc.;DJUSLG;HOTELS;4623.5;NYSE;USA
2671;EXETF;Extendicare Inc.;DJUSHP;HEALTH CARE PROVIDERS;;;
2673;EXH;Exterran Holdings Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;2540.73;NYSE;USA
2678;EXLP;Exterran Partners L.P.;DJUSOI;OIL EQUIPMENT & SERVICES;1570.73;NASDAQ;USA
2687;EXR;Extra Space Storage Inc.;DJUSSR;SPECIALTY REITS;6520.32;NYSE;USA
2689;EXTR;Extreme Networks Inc.;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;306.21;NASDAQ;USA
