Id;ticker_BCh;company_BCh;tickersect;sector;Market CapFV;ExchangeFV;Country
5739;PIH;1347 Property Insurance Holdings Inc.;DJUSIP;PROPERTY & CASUALTY INSURANCE;50.37;NASDAQ;USA
2841;FLWS;1-800-FLOWERS.COM Inc. Cl A;DJUSRS;SPECIALTY RETAILERS;509.68;NASDAQ;USA
2734;FCCY;1st Constitution Bancorp;DJUSBK;BANKS;75.69;NASDAQ;USA
6896;SRCE;1st Source Corp.;DJUSBK;BANKS;694.14;NASDAQ;USA
2912;FOXA;21st Century Fox Inc. Cl A;DJUSBC;BROADCASTING & ENTERTAINMENT;71927.94;NASDAQ;USA
2911;FOX;21st Century Fox Inc. Cl B;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
7800;VNET;21Vianet Group Inc. ADS;DJUSNS;INTERNET;;;
8166;XXII;22nd Century Group Inc.;DJUSBT;BIOTECHNOLOGY;;;
7515;TWOU;2U Inc.;DJUSSW;SOFTWARE;722.04;NASDAQ;USA
880;BDCL;2xLeveraged Long E-TRACS Linked to Wells Fargo Business Development Co. Index 052441;DJUSBK;BANKS;22.72;NYSE;USA
7195;TDEY;3D Eye Solutions Inc.;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
2228;DPSM;3D Pioneer Systems Inc.;DJUSSW;SOFTWARE;;;
2077;DDD;3D Systems Corp.;DJUSCR;COMPUTER HARDWARE;4074.73;NYSE;USA
7193;TDCP;3DIcon Corp.;DJUSSW;SOFTWARE;;;
2079;DDDX;3DX Industries Inc.;DJUSMD;GENERAL MINING;;;
4785;MMM;3M Co.;DJUSID;DIVERSIFIED INDUSTRIALS;96281.86;NYSE;USA
7386;TPNL;3Pea International Inc.;DJUSFA;FINANCIAL ADMINISTRATION;;;
2909;FOUR;4Licensing Corp.;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
7911;WBAI;500.com Ltd. ADS;DJUSCA;GAMBLING;;;
4063;JOBS;51job Inc. ADS;DJUSBE;BUSINESS TRAINING & EMPLYMENT;;;
8098;WUBA;58.com Inc. ADS;DJUSCS;SPECIALIZED CONSUMER SERVICES;;;
813;BARZ;5Barz International Inc.;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;;;
6684;SIXD;6D Global Technologies Inc.;DJUSDV;COMPUTER SERVICES;;;
2437;EIHDF;888 Holdings PLC;DJUSCA;GAMBLING;;;
2417;EGHT;8X8 Inc.;DJUSFC;FIXED LINES TELECOMMUNICATIONS;645.95;NASDAQ;USA
234;AHC;A. H. Belo Corp. Series A;DJUSPB;PUBLISHING;252.86;NYSE;USA
6637;SHLM;A. Schulman Inc.;DJUSCC;COMMODITY CHEMICALS;984.38;NASDAQ;USA
1281;CAS;A.M. Castle & Co.;DJUSDS;INDUSTRIAL SUPLIERS;179.23;NYSE;USA
489;AOS;A.O. Smith Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;4597.83;NYSE;USA
407;AMKBY;A.P. Moeller-Maersk A/S ADS;DJUSMT;MARINE TRANSPORTATION;;;
406;AMKBF;A.P. Moeller-Maersk A/S Series B;DJUSMT;MARINE TRANSPORTATION;;;
643;ATEN;A10 Networks Inc.;DJUSDV;COMPUTER SERVICES;242.83;NYSE;USA
4;AAC;AAC Holdings Inc.;DJUSHP;HEALTH CARE PROVIDERS;454.74;NYSE;USA
5;AACAY;AAC Technologies Holdings Inc. ADS;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;;;
14;AAON;AAON Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;1004.48;NASDAQ;USA
270;AIR;AAR Corp.;DJUSAS;AEROSPACE;989.67;NYSE;USA
12;AAN;Aaron's Inc.;DJUSCS;SPECIALIZED CONSUMER SERVICES;1682.65;NYSE;USA
2991;FUE;AB Svensk Exportkredit ELEMENTS linked to MLCX Biofuels Index Total Return;DJUSSP;SPECIALTY FINANCE;8.39;NYSE;USA
3283;GRU;AB Svensk Exportkredit ELEMENTS linked to MLCX Grain Index Total Return;DJUSSP;SPECIALTY FINANCE;4.85;NYSE;USA
47;ABKI;Abakan Inc.;DJUSFE;INDUSTRIAL MACHINERY;;;
674;ATTBF;Abattis Bioceuticals Corp.;DJUSPR;PHARMACEUTICALS;;;
29;ABAX;Abaxis Inc.;DJUSMS;MEDICAL SUPPLIES;1105.06;NASDAQ;USA
30;ABB;ABB Ltd. ADS;DJUSFE;INDUSTRIAL MACHINERY;;;
57;ABT;Abbott Laboratories;DJUSPR;PHARMACEUTICALS;63847.1;NYSE;USA
31;ABBV;AbbVie Inc.;DJUSBT;BIOTECHNOLOGY;96069.1;NYSE;USA
38;ABCZY;Abcam PLC ADS;DJUSBT;BIOTECHNOLOGY;;;
43;ABGB;Abengoa S.A. ADS;DJUSHV;HEAVY CONSTRUCTION;;;
60;ABY;Abengoa Yield PLC;DJUSVE;CONVENTIONAL ELECTRICITY;;;
460;ANF;Abercrombie & Fitch Co.;DJUSRA;APPAREL RETAILERS;2261.72;NYSE;USA
39;ABDNY;Aberdeen Asset Management PLC ADS;DJUSAG;ASSET MANAGERS;;;
50;ABMD;Abiomed Inc.;DJUSAM;MEDICAL EQUIPMENT;978.56;NASDAQ;USA
48;ABLYF;Ablynx N.V.;DJUSBT;BIOTECHNOLOGY;;;
49;ABM;ABM Industries Inc.;DJUSIV;BUSINESS SUPPORT SERVICES;1475.14;NYSE;USA
744;AXAS;Abraxas Petroleum Corp.;DJUSOS;EXPLORATION & PRODUCTION ;425.74;NASDAQ;USA
44;ABHD;Abtech Holdings Inc.;DJUSFE;INDUSTRIAL MACHINERY;;;
96;ACTG;Acacia Research Corp. - Acacia Technologies;DJUSIV;BUSINESS SUPPORT SERVICES;846.86;NASDAQ;USA
75;ACHC;Acadia Healthcare Co. Inc.;DJUSHP;HEALTH CARE PROVIDERS;3168.67;NASDAQ;USA
61;ACAD;ACADIA Pharmaceuticals Inc.;DJUSBT;BIOTECHNOLOGY;2676.92;NASDAQ;USA
296;AKR;Acadia Realty Trust;DJUSRL;RETAIL REITS;1783.75;NYSE;USA
93;ACST;Acasti Pharma Inc.;DJUSPR;PHARMACEUTICALS;;;
745;AXDX;Accelerate Diagnostics Inc.;DJUSBT;BIOTECHNOLOGY;1014.64;NASDAQ;USA
82;ACLZ;Accelerize Inc.;DJUSDV;COMPUTER SERVICES;;;
8136;XLRN;Acceleron Pharma Inc.;DJUSBT;BIOTECHNOLOGY;1088.83;NASDAQ;USA
80;ACLP;AccelPath Inc.;DJUSAI;ELECTRONIC EQUIPMENT;;;
51;ABPI;Accentia Biopharmaceuticals Inc.;DJUSPR;PHARMACEUTICALS;;;
84;ACN;Accenture PLC Cl A;DJUSIV;BUSINESS SUPPORT SERVICES;59290;NYSE;Ireland
455;ANCX;Access National Corp.;DJUSBK;BANKS;174.87;NASDAQ;USA
65;ACCR;Access Power Inc.;DJUSFC;FIXED LINES TELECOMMUNICATIONS;;;
102;ACXIF;Acciona S.A.;DJUSHV;HEAVY CONSTRUCTION;;;
64;ACCO;ACCO Brands Corp.;DJUSHD;DURABLE HOUSEHOLD PRODUCTS;823.9;NYSE;USA
91;ACRFY;Accor S.A. ADS;DJUSLG;HOTELS;;;
76;ACHI;Accretive Health Inc.;DJUSHP;HEALTH CARE PROVIDERS;;;
529;ARAY;Accuray Inc.;DJUSAM;MEDICAL EQUIPMENT;548.77;NASDAQ;USA
101;ACW;Accuride Corp.;DJUSHR;COMMERCIAL VEHICLES & TRUCKS;204.28;NYSE;USA
67;ACE;ACE Ltd.;DJUSIP;PROPERTY & CASUALTY INSURANCE;37450;NYSE;Switzerland
92;ACRX;AcelRx Pharmaceuticals Inc.;DJUSPR;PHARMACEUTICALS;294.12;NASDAQ;USA
68;ACET;Aceto Corp.;DJUSCX;SPECIALTY CHEMICALS;581.45;NASDAQ;USA
289;AKAO;Achaogen Inc.;DJUSBT;BIOTECHNOLOGY;163.82;NASDAQ;USA
77;ACHN;Achillion Pharmaceuticals Inc.;DJUSBT;BIOTECHNOLOGY;1145;NASDAQ;USA
79;ACIW;ACI Worldwide Inc.;DJUSSW;SOFTWARE;2104.78;NASDAQ;USA
98;ACU;Acme United Corp.;DJUSHD;DURABLE HOUSEHOLD PRODUCTS;;;
85;ACNB;ACNB Corp.;DJUSBK;BANKS;116.7;NASDAQ;USA
86;ACOL;Acology Inc.;DJUSSP;SPECIALTY FINANCE;;;
87;ACOR;Acorda Therapeutics Inc.;DJUSBT;BIOTECHNOLOGY;1429.6;NASDAQ;USA
70;ACFN;Acorn Energy Inc.;DJUSSW;SOFTWARE;32.8;NASDAQ;USA
680;ATV;Acorn International Inc. ADS;DJUSRB;BROADLINE RETAILERS;;;
261;AIII;ACRE Realty Investors Inc.;DJUSRN;RESIDENTIAL REITS;;;
6;AACTF;Act Aurora Control Technologies Corp.;DJUSSP;SPECIALTY FINANCE;;;
94;ACT;Actavis PLC;DJUSPR;PHARMACEUTICALS;63509.61;NYSE;USA
320;ALIOF;Actelion Ltd.;DJUSBT;BIOTECHNOLOGY;;;
660;ATNM;Actinium Pharmaceuticals Inc.;DJUSPR;PHARMACEUTICALS;;;
97;ACTS;Actions Semiconductor Co. Ltd. ADS;DJUSSC;SEMICONDUCTORS;;;
707;AVEW;Actionview International Inc.;DJUSRQ;RECREATIONAL SERVICES;;;
237;AHFD;Active Health Foods Inc.;DJUSFO;FARMING & FISHING;;;
88;ACPW;Active Power Inc.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;42.24;NASDAQ;USA
681;ATVI;Activision Blizzard Inc.;DJUSTY;TOYS;13754.09;NASDAQ;USA
95;ACTA;Actua Corp.;DJUSDV;COMPUTER SERVICES;716.53;NASDAQ;USA
678;ATU;Actuant Corp. Cl A;DJUSID;DIVERSIFIED INDUSTRIALS;2091.45;NYSE;USA
767;AYI;Acuity Brands Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;5814.34;NYSE;USA
99;ACUR;Acura Pharmaceuticals Inc.;DJUSPR;PHARMACEUTICALS;28.79;NASDAQ;USA
100;ACUS;Acusphere Inc.;DJUSPR;PHARMACEUTICALS;;;
103;ACXM;Acxiom Corp.;DJUSAV;MEDIA AGENCIES;1300.75;NASDAQ;USA
123;ADMS;Adamas Pharmaceuticals Inc.;DJUSPR;PHARMACEUTICALS;246.87;NASDAQ;USA
122;ADMP;Adamis Pharmaceuticals Corp.;DJUSPR;PHARMACEUTICALS;46.36;NASDAQ;USA
139;AE;Adams Resources & Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;
132;ADTM;Adaptive Medias Inc.;DJUSAV;MEDIA AGENCIES;;;
116;ADK;AdCare Health Systems Inc.;DJUSHP;HEALTH CARE PROVIDERS;;;
117;ADK.PA;AdCare Health Systems Inc. 10.875% Cum. Redeem. Pfd. Series A;DJUSHP;HEALTH CARE PROVIDERS;;;
134;ADUS;Addus HomeCare Corp.;DJUSHP;HEALTH CARE PROVIDERS;199.07;NASDAQ;USA
170;AEY;ADDvantage Technologies Group Inc.;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;24.5;NASDAQ;USA
236;AHEXY;Adecco S.A. ADS;DJUSBE;BUSINESS TRAINING & EMPLYMENT;;;
226;AGRO;Adecoagro S.A.;DJUSFO;FARMING & FISHING;;;
109;ADEP;Adept Technology Inc.;DJUSAI;ELECTRONIC EQUIPMENT;92.8;NASDAQ;USA
127;ADPT;Adeptus Health Inc.;DJUSHP;HEALTH CARE PROVIDERS;564.3;NYSE;USA
112;ADFT;Adfitech Inc.;DJUSMR;MORTGAGE;;;
108;ADDYY;adidas AG ADS;DJUSFT;FOOTWEAR;;;
124;ADMT;ADM Tronics Unlimited Inc.;DJUSAM;MEDICAL EQUIPMENT;;;
120;ADMA;ADMA Biologics Inc.;DJUSBT;BIOTECHNOLOGY;;;
404;AMIGY;Admiral Group PLC ADS;DJUSIB;INSURANCE BROKERS;;;
106;ADBE;Adobe Systems Inc.;DJUSSW;SOFTWARE;33420.57;NASDAQ;USA
450;ANARF;Adriana Resources Inc.;DJUSNF;NONFERROUS METALS;;;
131;ADT;ADT Corp.;DJUSIV;BUSINESS SUPPORT SERVICES;6003.35;NYSE;USA
133;ADTN;Adtran Inc.;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;1122.38;NASDAQ;USA
15;AAP;Advance Auto Parts Inc.;DJUSRS;SPECIALTY RETAILERS;10366.08;NYSE;USA
28;ABAT;Advanced Battery Technologies Inc.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;;;
1264;CANN;Advanced Cannabis Solutions Inc.;DJUSFO;FARMING & FISHING;;;
8022;WMS;Advanced Drainage Systems Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;1107.73;NYSE;USA
110;ADES;Advanced Emissions Solutions Inc.;DJUSPC;WASTE & DISPOSAL SERVICES;396.91;NASDAQ;USA
151;AEIS;Advanced Energy Industries Inc.;DJUSSC;SEMICONDUCTORS;711.95;NASDAQ;USA
163;AERT;Advanced Environmental Recycling Technologies Inc. Cl A;DJUSBD;BUILDING MATERIALS & FIXTURES;;;
118;ADLS;Advanced Life Sciences Holdings Inc.;DJUSBT;BIOTECHNOLOGY;;;
121;ADMD;Advanced Medical Isotope Corp.;DJUSCX;SPECIALTY CHEMICALS;;;
390;AMD;Advanced Micro Devices Inc.;DJUSSC;SEMICONDUCTORS;2057.97;NYSE;USA
389;AMD;Advanced Micro Devices Inc.;DJUSSC;SEMICONDUCTORS;2057.97;NYSE;USA
492;AOXY;Advanced Oxygen Technologies Inc.;DJUSEH;REAL ESTATE HOLDING & DEVELOPMENT;;;
507;API;Advanced Photonix Inc.;DJUSAI;ELECTRONIC EQUIPMENT;;;
632;ASX;Advanced Semiconductor Engineering Inc. ADS;DJUSSC;SEMICONDUCTORS;;;
617;ASNB;AdvanSource Biomaterials Corp.;DJUSMS;MEDICAL SUPPLIES;;;
23;AAV;Advantage Oil & Gas Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;
135;ADVC;Advant-E Corp.;DJUSSW;SOFTWARE;;;
640;ATE;Advantest Corp. ADS;DJUSSC;SEMICONDUCTORS;;;
137;ADXS;Advaxis Inc.;DJUSBT;BIOTECHNOLOGY;65.03;NASDAQ;USA
138;ADXSW;Advaxis Inc. Wt;DJUSBT;BIOTECHNOLOGY;;;
136;ADVS;Advent Software Inc.;DJUSSW;SOFTWARE;1696.32;NASDAQ;USA
35;ABCO;Advisory Board Co.;DJUSBE;BUSINESS TRAINING & EMPLYMENT;1842.23;NASDAQ;USA
83;ACM;AECOM;DJUSHV;HEAVY CONSTRUCTION;3243.05;NYSE;USA
146;AEGA;AEGEA Inc.;DJUSEH;REAL ESTATE HOLDING & DEVELOPMENT;;;
479;ANW;Aegean Marine Petroleum Network Inc.;DJUSMT;MARINE TRANSPORTATION;;;
148;AEGR;Aegerion Pharmaceuticals Inc.;DJUSPR;PHARMACEUTICALS;906;NASDAQ;USA
147;AEGN;Aegion Corp.;DJUSHV;HEAVY CONSTRUCTION;662.77;NASDAQ;USA
140;AEB;AEGON N.V. 6.2996% Floating Perpetual Capital Secs.;DJUSIL;LIFE INSURANCE;;;
149;AEH;AEGON N.V. 6.375% Perpetual Capital Secs.;DJUSIL;LIFE INSURANCE;;;
143;AED;AEGON N.V. 6.5% Perpetual Capital Secs.;DJUSIL;LIFE INSURANCE;;;
152;AEK;Aegon N.V. 8% Non Cum. Sub. Notes;DJUSIL;LIFE INSURANCE;;;
145;AEG;Aegon N.V. ADS;DJUSIL;LIFE INSURANCE;;;
150;AEHR;Aehr Test Systems;DJUSSC;SEMICONDUCTORS;29.32;NASDAQ;USA
486;AOLS;Aeolus Pharmaceuticals Inc.;DJUSPR;PHARMACEUTICALS;;;
488;AONNY;Aeon Co. Ltd. ADS;DJUSRB;BROADLINE RETAILERS;;;
158;AEPI;AEP Industries Inc.;DJUSCP;CONTAINERS & PACKAGING;218.39;NASDAQ;USA
159;AER;AerCap Holdings N.V.;DJUSTS;TRANSPORTACION SERVICES;;;
161;AERI;Aerie Pharmaceuticals Inc.;DJUSBT;BIOTECHNOLOGY;559.5;NASDAQ;USA
104;ACY;Aerocentury Corp.;DJUSTS;TRANSPORTACION SERVICES;;;
162;AERO;AeroGrow International Inc.;DJUSFO;FARMING & FISHING;;;
3504;HIVE;Aerohive Networks Inc.;DJUSDV;COMPUTER SERVICES;224.49;NYSE;USA
568;ARO;Aeropostale Inc.;DJUSRA;APPAREL RETAILERS;229.39;NYSE;USA
702;AVAV;AeroVironment Inc.;DJUSDN;DEFENSE;683.28;NASDAQ;USA
164;AES;AES Corp.;DJUSVE;CONVENTIONAL ELECTRICITY;9930.5;NYSE;USA
165;AES.PC;AES Trust III 6.75% Trust Conv. Pfd. Secs.;DJUSVE;CONVENTIONAL ELECTRICITY;;;
173;AEZS;AEterna Zentaris Inc.;DJUSBT;BIOTECHNOLOGY;;;
155;AEMD;Aethlon Medical Inc.;DJUSAM;MEDICAL EQUIPMENT;;;
166;AET;Aetna Inc.;DJUSHP;HEALTH CARE PROVIDERS;27903.47;NYSE;USA
397;AMG;Affiliated Managers Group Inc.;DJUSAG;ASSET MANAGERS;10642.27;NYSE;USA
188;AFM;Affiliated Managers Group Inc. 5.25% Sr. Notes due 2022;DJUSAG;ASSET MANAGERS;;;
4693;MGR;Affiliated Managers Group Inc. 6.375% Sr. Notes Due 2042;DJUSAG;ASSET MANAGERS;;;
189;AFMD;Affimed N.V.;DJUSPR;PHARMACEUTICALS;;;
6364;RSSFF;Affinor Growers Inc.;DJUSMD;GENERAL MINING;;;
180;AFFM;Affirmative Insurance Holdings Inc.;DJUSIP;PROPERTY & CASUALTY INSURANCE;;;
182;AFFY;Affymax Inc.;DJUSPR;PHARMACEUTICALS;;;
181;AFFX;Affymetrix Inc.;DJUSBT;BIOTECHNOLOGY;564.37;NASDAQ;USA
186;AFL;AFLAC Inc.;DJUSIL;LIFE INSURANCE;26521.55;NYSE;USA
193;AFSD;AFLAC Inc. 5.5% Sub. Deb. due 9/15/52;DJUSIL;LIFE INSURANCE;;;
192;AFRNF;Afren PLC;DJUSOS;EXPLORATION & PRODUCTION ;;;
483;AOIFF;Africa Oil Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;
66;ACCS;African Copper Corp.;DJUSMD;GENERAL MINING;;;
410;AMLZF;African Minerals Ltd.;DJUSMD;GENERAL MINING;;;
205;AGGZF;Ag Growth International Inc.;DJUSHR;COMMERCIAL VEHICLES & TRUCKS;;;
4742;MITT;AG Mortgage Investment Trust Inc.;DJUSMR;MORTGAGE;534.58;NYSE;USA
4744;MITT.PB;AG Mortgage Investment Trust Inc. 8% Pfd. Series B;DJUSMR;MORTGAGE;;;
4743;MITT.PA;AG Mortgage Investment Trust Inc. 8.25% Pfd. Series A;DJUSMR;MORTGAGE;;;
7967;WGA;AG&E Holdings Inc.;DJUSAI;ELECTRONIC EQUIPMENT;;;
200;AGCO;AGCO Corp.;DJUSHR;COMMERCIAL VEHICLES & TRUCKS;4249.14;NYSE;USA
204;AGESY;Ageas N.V. ADS;DJUSIL;LIFE INSURANCE;;;
216;AGMC;Agent155 Media Corp.;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
203;AGEN;Agenus Inc.;DJUSBT;BIOTECHNOLOGY;188.07;NASDAQ;USA
550;ARGKF;Aggreko PLC;DJUSIV;BUSINESS SUPPORT SERVICES;;;
227;AGRX;Agile Therapeutics Inc.;DJUSPR;PHARMACEUTICALS;126.29;NASDAQ;USA
1;A;Agilent Technologies Inc.;DJUSAI;ELECTRONIC EQUIPMENT;18026.22;NYSE;USA
232;AGYS;Agilysys Inc.;DJUSCR;COMPUTER HARDWARE;248.39;NASDAQ;USA
210;AGIO;Agios Pharmaceuticals Inc.;DJUSBT;BIOTECHNOLOGY;2777.82;NASDAQ;USA
3027;GAS;AGL Resources Inc.;DJUSGU;GAS DISTRIBUTION;6430.41;NYSE;USA
154;AEM;Agnico Eagle Mines Ltd.;DJUSPM;GOLD MINING;;;
107;ADC;Agree Realty Corp.;DJUSRL;RETAIL REITS;441.77;NYSE;USA
3276;GRO;AGRIA Corp. ADS;DJUSFO;FARMING & FISHING;;;
71;ACGBY;Agricultural Bank of China Ltd. ADS;DJUSBK;BANKS;;;
202;AGDY;Agri-Dynamics Inc.;DJUSSP;SPECIALTY FINANCE;;;
2622;ETPHF;AgriMinco Corp;DJUSMD;GENERAL MINING;;;
229;AGTK;Agritek Holdings Inc.;DJUSNS;INTERNET;;;
230;AGU;Agrium Inc.;DJUSCX;SPECIALTY CHEMICALS;;;
9;AAIGF;AIA Group Ltd.;DJUSIL;LIFE INSURANCE;;;
8;AAGIY;AIA Group Ltd. ADS;DJUSIL;LIFE INSURANCE;;;
169;AEXE;Aim Exploration Inc.;DJUSMD;GENERAL MINING;;;
265;AINSF;Ainsworth Game Technology Ltd.;DJUSCA;GAMBLING;;;
474;ANSBF;Ainsworth Lumber Co. Ltd.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;
258;AIDIF;Air Canada;DJUSAR;AIRLINES;;;
257;AIDEF;Air Canada;DJUSAR;AIRLINES;;;
187;AFLYY;Air France-KLM ADS;DJUSAR;AIRLINES;;;
271;AIRI;Air Industries Group;DJUSDN;DEFENSE;;;
300;AL;Air Lease Corp.;DJUSTS;TRANSPORTACION SERVICES;3595.94;NYSE;USA
272;AIRM;Air Methods Corp.;DJUSHP;HEALTH CARE PROVIDERS;1764.1;NASDAQ;USA
499;APD;Air Products & Chemicals Inc.;DJUSCC;COMMODITY CHEMICALS;28012.13;NYSE;USA
273;AIRT;Air T Inc.;DJUSAF;DELIVERY SERVICES;30.53;NASDAQ;USA
673;ATSG;Air Transport Services Group Inc.;DJUSAF;DELIVERY SERVICES;504.58;NASDAQ;USA
2335;EADSF;Airbus Group N.V.;DJUSAS;AEROSPACE;;;
2336;EADSY;Airbus Group N.V. ADS;DJUSAS;AEROSPACE;;;
768;AYR;Aircastle Ltd.;DJUSTS;TRANSPORTACION SERVICES;1473.57;NYSE;USA
548;ARG;Airgas Inc.;DJUSCC;COMMODITY CHEMICALS;8199.79;NYSE;USA
385;AMCN;AirMedia Group Inc. ADS;DJUSAV;MEDIA AGENCIES;;;
581;ARTR;AirTrona International Inc.;DJUSHD;DURABLE HOUSEHOLD PRODUCTS;;;
274;AIRW;Airware Labs Corp.;DJUSCM;PERSONAL PRODUCTS;;;
601;ASEKY;Aisin Seiki Co. Ltd. ADS;DJUSAT;AUTO PARTS;;;
280;AIXG;Aixtron SE ADS;DJUSAI;ELECTRONIC EQUIPMENT;;;
282;AJAC;Aja Cannafacturing Inc.;DJUSFO;FARMING & FISHING;;;
284;AJINF;Ajinomoto Co. Inc.;DJUSFO;FARMING & FISHING;;;
285;AJINY;Ajinomoto Co. Inc. ADS;DJUSFO;FARMING & FISHING;;;
287;AJSB;AJS Bancorp Inc.;DJUSBK;BANKS;;;
298;AKS;AK Steel Holding Corp.;DJUSST;IRON & STEEL;1260.6;NYSE;USA
288;AKAM;Akamai Technologies Inc.;DJUSNS;INTERNET;9848.68;NASDAQ;USA
291;AKBTY;Akbank T.A.S. ADS;DJUSBK;BANKS;;;
290;AKBA;Akebia Therapeutics Inc.;DJUSPR;PHARMACEUTICALS;399.53;NASDAQ;USA
292;AKER;Akers Biosciences Inc.;DJUSMS;MEDICAL SUPPLIES;17.59;NASDAQ;USA
297;AKRX;Akorn Inc.;DJUSPR;PHARMACEUTICALS;4621.29;NASDAQ;USA
299;AKZOY;Akzo Nobel N.V. ADS;DJUSCX;SPECIALTY CHEMICALS;;;
346;ALP.PN;Alabama Power Co. 5.2% Pfd.;DJUSVE;CONVENTIONAL ELECTRICITY;;;
348;ALP.PP;Alabama Power Co. 5.30% Cl A Cum. Pfd.;DJUSVE;CONVENTIONAL ELECTRICITY;;;
347;ALP.PO;Alabama Power Co. 5.83% Series O Pfd.;DJUSVE;CONVENTIONAL ELECTRICITY;;;
301;ALAWP;Alabama Power Co. 6.5% Pfd.;DJUSVE;CONVENTIONAL ELECTRICITY;;;
317;ALIAF;Alacer Gold Corp.;DJUSPM;GOLD MINING;;;
341;ALME;Alamo Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;
311;ALG;Alamo Group Inc.;DJUSHR;COMMERCIAL VEHICLES & TRUCKS;475.31;NYSE;USA
206;AGI;Alamos Gold Inc.;DJUSPM;GOLD MINING;;;
324;ALK;Alaska Air Group Inc.;DJUSAR;AIRLINES;6738.35;NYSE;USA
353;ALSK;Alaska Communications Systems Group Inc.;DJUSFC;FIXED LINES TELECOMMUNICATIONS;68.79;NASDAQ;USA
263;AIN;Albany International Corp. Cl A;DJUSFE;INDUSTRIAL MACHINERY;1115.86;NYSE;USA
427;AMRI;Albany Molecular Research Inc.;DJUSBT;BIOTECHNOLOGY;746.72;NASDAQ;USA
302;ALB;Albemarle Corp.;DJUSCX;SPECIALTY CHEMICALS;4475.33;NYSE;USA
490;AOSDF;Alberta Oilsands Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;
360;ALU;Alcatel-Lucent ADS;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;;;
305;ALCSQ;ALCO Stores Inc.;DJUSRB;BROADLINE RETAILERS;;;
2;AA;Alcoa Inc.;DJUSAL;ALLUMINIUM;19490.44;NYSE;USA
3;AA.PB;Alcoa Inc. Dep. Pfd. (Rep. 1/10th Conv. Pfd. Cl B Series 1);DJUSAL;ALLUMINIUM;;;
114;ADHD;Alcobra Ltd.;DJUSPR;PHARMACEUTICALS;;;
306;ALDR;Alder BioPharmaceuticals Inc.;DJUSPR;PHARMACEUTICALS;505.28;NASDAQ;USA
764;AXX;Alderon Iron Ore Corp.;DJUSMD;GENERAL MINING;;;
308;ALDX;Aldeyra Therapeutics Inc.;DJUSBT;BIOTECHNOLOGY;43.5;NASDAQ;USA
352;ALR.PB;Alere Conv. Perp. Pfd. Series B;DJUSMS;MEDICAL SUPPLIES;;;
351;ALR;Alere Inc.;DJUSMS;MEDICAL SUPPLIES;3120.03;NYSE;USA
310;ALEX;Alexander & Baldwin Inc.;DJUSEH;REAL ESTATE HOLDING & DEVELOPMENT;1836.41;NYSE;USA
364;ALX;Alexander's Inc.;DJUSRL;RETAIL REITS;2222.85;NYSE;USA
541;ARE;Alexandria Real Estate Equities Inc.;DJUSIO;INDUSTRIAL & OFFICE REITS;5898.57;NYSE;USA
542;ARE.PE;Alexandria Real Estate Equities Inc. 6.45% Cum. Redeem. Pfd. Series E;DJUSIO;INDUSTRIAL & OFFICE REITS;;;
543;AREEP;Alexandria Real Estate Equities Inc. Pfd.;DJUSIO;INDUSTRIAL & OFFICE REITS;;;
763;AXU;Alexco Resource Corp.;DJUSMD;GENERAL MINING;;;
366;ALXN;Alexion Pharmaceuticals Inc.;DJUSBT;BIOTECHNOLOGY;37641.26;NASDAQ;USA
365;ALXA;Alexza Pharmaceuticals Inc.;DJUSPR;PHARMACEUTICALS;39.41;NASDAQ;USA
312;ALGA;Algae International Group Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;
778;BABA;Alibaba Group Holding Ltd. ADS;DJUSRB;BROADLINE RETAILERS;;;
304;ALCO;Alico Inc.;DJUSFO;FARMING & FISHING;261.43;NASDAQ;USA
315;ALGN;Align Technology Inc.;DJUSMS;MEDICAL SUPPLIES;4160.69;NASDAQ;USA
454;ANCUF;Alimentation Couche Tard Inc. Cl B;DJUSFD;FOOD RETAILERS & WHOLESALERS;;;
319;ALIM;Alimera Sciences Inc.;DJUSPR;PHARMACEUTICALS;258.68;NASDAQ;USA
323;ALJJ;ALJ Regional Holdings Inc.;DJUSST;IRON & STEEL;;;
8085;WTER;Alkaline Water Co. Inc.;DJUSCS;SPECIALIZED CONSUMER SERVICES;;;
